dex,pokemon,fastmove,chargemove,WeaveDPS,WeaveDPS Percentile,TDO,TDO Percentile,~TDO per CP,~SurvivalTime
56,mankey,scratch,cross chop,7.86,42.62,46,6.32,0.03,4.473659
66,machop,rock smash,cross chop,7.86,42.62,77,10.58,0.04,7.401753
88,grimer,mud slap,sludge bomb,7.86,42.62,88,12.09,0.04,8.527
58,growlithe,ember,flamethrower,7.85,42.57,66,9.07,0.04,6.427292
362,glalie,ice shard,gyro ball,7.85,42.57,149,20.47,0.05,14.43031
200,misdreavus,astonish,ominous wind,7.84,42.52,118,16.21,0.04,11.42871
352,kecleon,sucker punch,ice beam,7.84,42.52,147,20.19,0.05,14.2701
357,tropius,razor leaf,stomp,7.84,42.52,184,25.27,0.06,17.88144
42,golbat,bite,air cutter,7.83,42.46,133,18.27,0.05,12.90548
66,machop,rock smash,brick break,7.83,42.46,76,10.44,0.04,7.401753
303,mawile,astonish,play rough,7.83,42.46,93,12.77,0.04,9.078315
344,claydol,extrasensory,earthquake,7.83,42.46,163,22.39,0.06,15.78551
242,blissey,pound,dazzling gleam,7.82,42.41,617,84.75,0.12,60
288,vigoroth,counter,bulldoze,7.82,42.41,146,20.05,0.05,14.18434
302,sableye,shadow claw,power gem,7.82,42.41,86,11.81,0.04,8.326265
24,arbok,bite,dark pulse,7.81,42.35,112,15.38,0.04,10.86043
97,hypno,zen headbutt,focus blast,7.81,42.35,204,28.02,0.06,19.85487
288,vigoroth,scratch,bulldoze,7.81,42.35,146,20.05,0.05,14.18434
295,exploud,astonish,crunch,7.81,42.35,168,23.08,0.05,16.31891
357,tropius,air slash,aerial ace,7.81,42.35,184,25.27,0.06,17.88144
148,dragonair,dragon breath,wrap,7.8,42.3,100,13.74,0.04,9.740835
331,cacnea,poison sting,seed bomb,7.79,42.25,48,6.59,0.03,4.72717
375,metang,metal claw,psychic,7.77,42.14,128,17.58,0.05,12.56526
56,mankey,karate chop,brick break,7.76,42.08,46,6.32,0.03,4.473659
105,marowak,mud slap,earthquake,7.75,42.03,138,18.96,0.05,13.51239
138,omanyte,water gun,rock blast,7.75,42.03,76,10.44,0.04,7.441334
195,quagsire,mud shot,earthquake,7.74,41.97,162,22.25,0.05,15.95703
47,parasect,fury cutter,cross poison,7.73,41.92,103,14.15,0.04,10.10272
317,swalot,rock smash,gunk shot,7.73,41.92,177,24.31,0.06,17.4451
340,whiscash,water gun,water pulse,7.73,41.92,175,24.04,0.06,17.20102
66,machop,karate chop,brick break,7.72,41.87,75,10.3,0.04,7.401753
105,marowak,mud slap,bone club,7.72,41.87,137,18.82,0.05,13.51239
226,mantine,bubble,ice beam,7.72,41.87,189,25.96,0.06,18.59203
1,bulbasaur,vine whip,sludge bomb,7.71,41.81,66,9.07,0.04,6.468759
66,machop,karate chop,cross chop,7.71,41.81,75,10.3,0.04,7.401753
98,krabby,mud shot,bubble beam,7.71,41.81,60,8.24,0.03,5.927811
138,omanyte,water gun,brine,7.69,41.7,75,10.3,0.04,7.441334
195,quagsire,water gun,stone edge,7.69,41.7,161,22.12,0.05,15.95703
226,mantine,wing attack,ice beam,7.69,41.7,188,25.82,0.06,18.59203
241,miltank,tackle,gyro ball,7.69,41.7,219,30.08,0.06,21.6285
256,combusken,ember,flame charge,7.69,41.7,82,11.26,0.04,8.145321
97,hypno,zen headbutt,psychic,7.68,41.65,201,27.61,0.06,19.85487
209,snubbull,tackle,dazzling gleam,7.68,41.65,66,9.07,0.04,6.503628
240,magby,karate chop,fire punch,7.68,41.65,60,8.24,0.03,5.978701
176,togetic,extrasensory,dazzling gleam,7.67,41.59,121,16.62,0.05,11.97814
240,magby,karate chop,flame burst,7.67,41.59,60,8.24,0.03,5.978701
58,growlithe,bite,flamethrower,7.66,41.54,65,8.93,0.04,6.427292
137,porygon,zen headbutt,zap cannon,7.66,41.54,105,14.42,0.04,10.38168
216,teddiursa,scratch,cross chop,7.66,41.54,68,9.34,0.04,6.756196
247,pupitar,bite,dig,7.66,41.54,107,14.7,0.04,10.66723
344,claydol,extrasensory,psychic,7.66,41.54,159,21.84,0.06,15.78551
351,castform,bite,stomp,7.66,41.54,112,15.38,0.05,11.10263
28,sandslash,mud shot,rock tomb,7.65,41.49,168,23.08,0.05,16.69211
36,clefable,charge beam,psychic,7.65,41.49,179,24.59,0.05,17.78343
137,porygon,zen headbutt,discharge,7.65,41.49,104,14.29,0.04,10.38168
326,grumpig,charge beam,mirror coat,7.65,41.49,186,25.55,0.05,18.44784
340,whiscash,mud shot,blizzard,7.64,41.43,173,23.76,0.05,17.20102
238,smoochum,powder snow,ice beam,7.63,41.38,64,8.79,0.03,6.370747
53,persian,scratch,night slash,7.62,41.32,104,14.29,0.04,10.38168
75,graveler,mud shot,dig,7.62,41.32,123,16.9,0.04,12.27029
256,combusken,peck,rock slide,7.62,41.32,82,11.26,0.04,8.145321
42,golbat,wing attack,ominous wind,7.61,41.27,129,17.72,0.04,12.90548
42,golbat,bite,poison fang,7.61,41.27,129,17.72,0.04,12.90548
119,seaking,peck,megahorn,7.61,41.27,138,18.96,0.04,13.77439
197,umbreon,snarl,dark pulse,7.61,41.27,254,34.89,0.08,25.37744
295,exploud,bite,disarming voice,7.61,41.27,163,22.39,0.05,16.31891
138,omanyte,water gun,bubble beam,7.6,41.21,74,10.16,0.03,7.441334
295,exploud,astonish,fire blast,7.6,41.21,163,22.39,0.05,16.31891
334,altaria,peck,dazzling gleam,7.6,41.21,171,23.49,0.06,17.15578
53,persian,feint attack,play rough,7.58,41.11,104,14.29,0.04,10.38168
197,umbreon,feint attack,dark pulse,7.57,41.05,253,34.75,0.08,25.37744
224,octillery,mud shot,aurora beam,7.57,41.05,119,16.35,0.04,11.97814
255,torchic,ember,flamethrower,7.57,41.05,52,7.14,0.03,5.194609
271,lombre,razor leaf,grass knot,7.57,41.05,89,12.23,0.05,8.966167
193,yanma,quick attack,aerial ace,7.56,41,73,10.03,0.03,7.328244
43,oddish,acid,seed bomb,7.55,40.94,63,8.65,0.04,6.370747
66,machop,low kick,brick break,7.55,40.94,74,10.16,0.04,7.401753
87,dewgong,frost breath,aurora beam,7.55,40.94,180,24.73,0.06,18.10008
119,seaking,poison jab,icy wind,7.55,40.94,137,18.82,0.04,13.77439
177,natu,peck,drill peck,7.55,40.94,45,6.18,0.03,4.562247
159,croconaw,water gun,ice punch,7.54,40.89,111,15.25,0.04,11.19593
259,marshtomp,water gun,sludge,7.54,40.89,106,14.56,0.04,10.66723
308,medicham,counter,psychic,7.54,40.89,104,14.29,0.05,10.48158
22,fearow,steel wing,twister,7.53,40.84,100,13.74,0.03,10.11026
138,omanyte,water gun,ancient power,7.53,40.84,74,10.16,0.03,7.441334
375,metang,metal claw,gyro ball,7.52,40.78,124,17.03,0.05,12.56526
148,dragonair,iron tail,wrap,7.51,40.73,96,13.19,0.04,9.740835
226,mantine,bubble,water pulse,7.51,40.73,184,25.27,0.06,18.59203
247,pupitar,rock smash,dig,7.51,40.73,105,14.42,0.04,10.66723
66,machop,low kick,cross chop,7.5,40.67,73,10.03,0.04,7.401753
164,noctowl,wing attack,psychic,7.5,40.67,192,26.37,0.06,19.46188
200,misdreavus,hex,dark pulse,7.5,40.67,113,15.52,0.04,11.42871
219,magcargo,ember,stone edge,7.5,40.67,118,16.21,0.05,11.97908
247,pupitar,bite,ancient power,7.5,40.67,105,14.42,0.04,10.66723
357,tropius,air slash,stomp,7.5,40.67,176,24.18,0.06,17.88144
193,yanma,wing attack,silver wind,7.49,40.62,72,9.89,0.03,7.328244
30,nidorina,poison sting,sludge bomb,7.48,40.56,100,13.74,0.05,10.15927
205,forretress,bug bite,rock tomb,7.48,40.56,195,26.79,0.05,19.78324
226,mantine,wing attack,water pulse,7.48,40.56,183,25.14,0.06,18.59203
344,claydol,confusion,gyro ball,7.48,40.56,155,21.29,0.06,15.78551
351,castform,rock smash,stomp,7.48,40.56,109,14.97,0.05,11.10263
56,mankey,scratch,brick break,7.47,40.51,44,6.04,0.03,4.473659
109,koffing,acid,sludge bomb,7.46,40.46,77,10.58,0.04,7.884271
137,porygon,charge beam,solar beam,7.46,40.46,102,14.01,0.04,10.38168
375,metang,zen headbutt,psychic,7.46,40.46,123,16.9,0.05,12.56526
77,ponyta,tackle,stomp,7.45,40.4,77,10.58,0.03,7.842805
88,grimer,poison jab,mud bomb,7.44,40.35,83,11.4,0.04,8.527
156,quilava,ember,flame charge,7.44,40.35,86,11.81,0.04,8.759778
320,wailmer,water gun,body slam,7.43,40.29,103,14.15,0.05,10.58713
138,omanyte,water gun,rock tomb,7.42,40.24,73,10.03,0.03,7.441334
208,steelix,dragon tail,crunch,7.42,40.24,262,35.99,0.07,26.81557
77,ponyta,tackle,flame charge,7.41,40.18,76,10.44,0.03,7.842805
87,dewgong,iron tail,aurora beam,7.41,40.18,176,24.18,0.06,18.10008
162,furret,quick attack,brick break,7.41,40.18,122,16.76,0.05,12.48516
264,linoone,shadow claw,thunder,7.4,40.13,111,15.25,0.05,11.37499
77,ponyta,tackle,flame wheel,7.39,40.08,76,10.44,0.03,7.842805
137,porygon,quick attack,signal beam,7.39,40.08,101,13.87,0.04,10.38168
242,blissey,pound,psychic,7.39,40.08,583,80.08,0.11,60
255,torchic,scratch,flamethrower,7.39,40.08,50,6.87,0.03,5.194609
262,mightyena,fire fang,poison fang,7.39,40.08,107,14.7,0.04,10.9575
313,volbeat,tackle,signal beam,7.39,40.08,122,16.76,0.05,12.55301
8,wartortle,water gun,hydro pump,7.38,40.02,102,14.01,0.05,10.51173
159,croconaw,scratch,ice punch,7.37,39.97,109,14.97,0.04,11.19593
352,kecleon,lick,aerial ace,7.37,39.97,138,18.96,0.05,14.2701
177,natu,peck,psyshock,7.36,39.91,44,6.04,0.03,4.562247
247,pupitar,rock smash,ancient power,7.36,39.91,103,14.15,0.04,10.66723
364,sealeo,water gun,aurora beam,7.36,39.91,129,17.72,0.05,13.34653
74,geodude,rock throw,rock tomb,7.35,39.86,76,10.44,0.04,7.839977
184,azumarill,bubble,play rough,7.35,39.86,162,22.25,0.07,16.73923
253,grovyle,quick attack,aerial ace,7.35,39.86,75,10.3,0.03,7.735369
340,whiscash,mud shot,water pulse,7.35,39.86,166,22.8,0.05,17.20102
20,raticate,quick attack,dig,7.34,39.8,89,12.23,0.04,9.231929
352,kecleon,lick,thunder,7.34,39.8,138,18.96,0.05,14.2701
176,togetic,hidden power,dazzling gleam,7.33,39.75,115,15.8,0.05,11.97814
239,elekid,thunder shock,discharge,7.33,39.75,59,8.1,0.03,6.076713
87,dewgong,frost breath,water pulse,7.32,39.7,174,23.9,0.06,18.10008
87,dewgong,ice shard,aurora beam,7.32,39.7,174,23.9,0.06,18.10008
241,miltank,zen headbutt,gyro ball,7.32,39.7,208,28.57,0.06,21.6285
302,sableye,feint attack,power gem,7.32,39.7,80,10.99,0.04,8.326265
352,kecleon,sucker punch,aerial ace,7.32,39.7,137,18.82,0.04,14.2701
252,treecko,bullet seed,grass knot,7.31,39.64,50,6.87,0.03,5.226652
42,golbat,bite,ominous wind,7.28,39.48,124,17.03,0.04,12.90548
105,marowak,mud slap,dig,7.28,39.48,129,17.72,0.05,13.51239
238,smoochum,powder snow,psyshock,7.28,39.48,61,8.38,0.03,6.370747
358,chimecho,astonish,energy ball,7.28,39.48,139,19.09,0.04,14.52832
375,metang,zen headbutt,gyro ball,7.28,39.48,120,16.48,0.05,12.56526
111,rhyhorn,mud slap,stomp,7.27,39.43,134,18.41,0.05,14.02036
216,teddiursa,lick,play rough,7.27,39.43,65,8.93,0.03,6.756196
313,volbeat,tackle,thunderbolt,7.27,39.43,120,16.48,0.05,12.55301
324,torkoal,ember,earthquake,7.27,39.43,172,23.63,0.05,17.99642
352,kecleon,sucker punch,thunder,7.27,39.43,136,18.68,0.04,14.2701
98,krabby,bubble,vice grip,7.26,39.37,57,7.83,0.03,5.927811
264,linoone,tackle,thunder,7.26,39.37,109,14.97,0.04,11.37499
137,porygon,hidden power,signal beam,7.25,39.32,99,13.6,0.04,10.38168
137,porygon,tackle,signal beam,7.25,39.32,99,13.6,0.04,10.38168
200,misdreavus,hex,shadow sneak,7.25,39.32,109,14.97,0.04,11.42871
207,gligar,fury cutter,aerial ace,7.25,39.32,141,19.37,0.05,14.7922
105,marowak,rock smash,bone club,7.24,39.26,129,17.72,0.05,13.51239
159,croconaw,water gun,crunch,7.24,39.26,107,14.7,0.04,11.19593
159,croconaw,water gun,water pulse,7.24,39.26,107,14.7,0.04,11.19593
341,corphish,bubble,bubble beam,7.24,39.26,57,7.83,0.03,5.984356
379,registeel,rock smash,flash cannon,7.24,39.26,233,32.01,0.07,24.51513
176,togetic,extrasensory,aerial ace,7.23,39.21,114,15.66,0.05,11.97814
177,natu,quick attack,drill peck,7.23,39.21,43,5.91,0.03,4.562247
56,mankey,karate chop,low sweep,7.22,39.15,42,5.77,0.03,4.473659
105,marowak,rock smash,earthquake,7.21,39.1,128,17.58,0.05,13.51239
63,abra,zen headbutt,psyshock,7.2,39.05,33,4.53,0.02,3.528414
63,abra,zen headbutt,signal beam,7.2,39.05,33,4.53,0.02,3.528414
63,abra,zen headbutt,shadow ball,7.2,39.05,33,4.53,0.02,3.528414
87,dewgong,iron tail,water pulse,7.19,38.99,171,23.49,0.06,18.10008
216,teddiursa,scratch,crunch,7.19,38.99,64,8.79,0.03,6.756196
238,smoochum,powder snow,ice punch,7.19,38.99,60,8.24,0.03,6.370747
88,grimer,mud slap,sludge,7.18,38.94,81,11.13,0.04,8.527
186,politoed,mud shot,earthquake,7.18,38.94,178,24.45,0.05,18.8314
207,gligar,wing attack,dig,7.18,38.94,140,19.23,0.05,14.7922
271,lombre,bubble,grass knot,7.18,38.94,85,11.68,0.05,8.966167
22,fearow,peck,twister,7.17,38.88,95,13.05,0.03,10.11026
88,grimer,acid,mud bomb,7.17,38.88,80,10.99,0.04,8.527
111,rhyhorn,mud slap,bulldoze,7.17,38.88,132,18.13,0.05,14.02036
256,combusken,peck,flame charge,7.17,38.88,77,10.58,0.03,8.145321
137,porygon,charge beam,discharge,7.16,38.83,98,13.46,0.04,10.38168
195,quagsire,mud shot,stone edge,7.16,38.83,150,20.6,0.05,15.95703
308,medicham,psycho cut,dynamic punch,7.16,38.83,99,13.6,0.05,10.48158
20,raticate,bite,dig,7.15,38.77,87,11.95,0.04,9.231929
364,sealeo,water gun,body slam,7.15,38.77,126,17.31,0.05,13.34653
156,quilava,ember,dig,7.14,38.72,82,11.26,0.03,8.759778
325,spoink,zen headbutt,shadow ball,7.14,38.72,94,12.91,0.05,10.03958
159,croconaw,scratch,crunch,7.13,38.67,105,14.42,0.04,11.19593
259,marshtomp,mud shot,sludge,7.13,38.67,100,13.74,0.04,10.66723
66,machop,karate chop,low sweep,7.12,38.61,69,9.48,0.04,7.401753
140,kabuto,scratch,ancient power,7.12,38.61,57,7.83,0.03,6.137028
164,noctowl,extrasensory,psychic,7.12,38.61,182,25,0.06,19.46188
200,misdreavus,astonish,dark pulse,7.12,38.61,107,14.7,0.04,11.42871
61,poliwhirl,bubble,bubble beam,7.11,38.56,91,12.5,0.04,9.770992
159,croconaw,scratch,water pulse,7.11,38.56,105,14.42,0.04,11.19593
53,persian,feint attack,power gem,7.1,38.5,97,13.32,0.04,10.38168
239,elekid,low kick,discharge,7.1,38.5,57,7.83,0.03,6.076713
302,sableye,shadow claw,shadow sneak,7.1,38.5,78,10.71,0.04,8.326265
364,sealeo,water gun,water pulse,7.1,38.5,125,17.17,0.05,13.34653
242,blissey,zen headbutt,dazzling gleam,7.09,38.45,560,76.92,0.11,60
344,claydol,extrasensory,gyro ball,7.09,38.45,147,20.19,0.05,15.78551
190,aipom,scratch,swift,7.08,38.39,69,9.48,0.04,7.362171
87,dewgong,ice shard,water pulse,7.07,38.34,168,23.08,0.06,18.10008
87,dewgong,frost breath,icy wind,7.06,38.29,168,23.08,0.06,18.10008
193,yanma,quick attack,silver wind,7.06,38.29,68,9.34,0.03,7.328244
301,delcatty,feint attack,wild charge,7.06,38.29,98,13.46,0.04,10.59467
317,swalot,rock smash,ice beam,7.06,38.29,162,22.25,0.05,17.4451
225,delibird,ice shard,ice punch,7.05,38.23,47,6.46,0.03,5.096598
247,pupitar,bite,crunch,7.05,38.23,99,13.6,0.04,10.66723
289,slaking,yawn,earthquake,7.05,38.23,247,33.93,0.03,26.64169
83,farfetchd,air slash,leaf blade,7.04,38.18,68,9.34,0.04,7.339553
177,natu,quick attack,psyshock,7.04,38.18,42,5.77,0.03,4.562247
308,medicham,counter,ice punch,7.03,38.12,97,13.32,0.05,10.48158
153,bayleef,razor leaf,energy ball,7.02,38.07,99,13.6,0.05,10.671
379,registeel,rock smash,hyper beam,7.02,38.07,226,31.04,0.06,24.51513
56,mankey,scratch,low sweep,7.01,38.02,41,5.63,0.03,4.473659
318,carvanha,bite,aqua jet,7.01,38.02,24,3.3,0.02,2.597305
318,carvanha,bite,crunch,7.01,38.02,24,3.3,0.02,2.597305
318,carvanha,bite,poison fang,7.01,38.02,24,3.3,0.02,2.597305
66,machop,rock smash,low sweep,7,37.96,68,9.34,0.04,7.401753
66,machop,low kick,low sweep,7,37.96,68,9.34,0.04,7.401753
137,porygon,charge beam,zap cannon,7,37.96,96,13.19,0.04,10.38168
347,anorith,scratch,aqua jet,7,37.96,51,7.01,0.02,5.586655
1,bulbasaur,vine whip,seed bomb,6.98,37.85,59,8.1,0.04,6.468759
253,grovyle,bullet seed,aerial ace,6.98,37.85,71,9.75,0.03,7.735369
304,aron,metal claw,iron head,6.98,37.85,90,12.36,0.05,9.776647
33,nidorino,poison jab,horn attack,6.97,37.8,74,10.16,0.04,8.07464
33,nidorino,poison jab,dig,6.97,37.8,74,10.16,0.04,8.07464
303,mawile,astonish,iron head,6.97,37.8,83,11.4,0.04,9.078315
79,slowpoke,confusion,psyshock,6.96,37.74,103,14.15,0.05,11.24399
119,seaking,peck,icy wind,6.96,37.74,126,17.31,0.04,13.77439
120,staryu,water gun,bubble beam,6.96,37.74,40,5.49,0.03,4.393554
153,bayleef,tackle,grass knot,6.96,37.74,98,13.46,0.05,10.671
206,dunsparce,bite,rock slide,6.96,37.74,134,18.41,0.05,14.62162
240,magby,ember,brick break,6.96,37.74,55,7.55,0.03,5.978701
294,loudred,bite,flamethrower,6.96,37.74,75,10.3,0.04,8.147206
346,cradily,acid,bulldoze,6.96,37.74,170,23.35,0.05,18.58072
200,misdreavus,astonish,shadow sneak,6.95,37.69,104,14.29,0.04,11.42871
207,gligar,fury cutter,dig,6.95,37.69,135,18.54,0.05,14.7922
176,togetic,hidden power,aerial ace,6.94,37.64,109,14.97,0.04,11.97814
345,lileep,acid,grass knot,6.94,37.64,105,14.42,0.06,11.55782
1,bulbasaur,tackle,power whip,6.93,37.58,59,8.1,0.04,6.468759
156,quilava,tackle,flame charge,6.93,37.58,80,10.99,0.03,8.759778
219,magcargo,ember,heat wave,6.93,37.58,109,14.97,0.04,11.97908
313,volbeat,tackle,bug buzz,6.93,37.58,114,15.66,0.04,12.55301
314,illumise,tackle,bug buzz,6.93,37.58,114,15.66,0.04,12.55301
372,shelgon,ember,twister,6.93,37.58,119,16.35,0.04,13.09584
379,registeel,rock smash,focus blast,6.93,37.58,223,30.63,0.06,24.51513
30,nidorina,bite,sludge bomb,6.92,37.53,92,12.64,0.05,10.15927
301,delcatty,zen headbutt,wild charge,6.92,37.53,96,13.19,0.04,10.59467
309,electrike,spark,discharge,6.92,37.53,37,5.08,0.03,4.075016
320,wailmer,water gun,water pulse,6.92,37.53,96,13.19,0.04,10.58713
193,yanma,wing attack,ancient power,6.91,37.47,67,9.2,0.03,7.328244
247,pupitar,rock smash,crunch,6.91,37.47,97,13.32,0.04,10.66723
317,swalot,infestation,ice beam,6.91,37.47,159,21.84,0.05,17.4451
207,gligar,wing attack,night slash,6.9,37.42,134,18.41,0.05,14.7922
53,persian,feint attack,night slash,6.88,37.31,94,12.91,0.04,10.38168
87,dewgong,iron tail,icy wind,6.88,37.31,164,22.53,0.05,18.10008
189,jumpluff,infestation,solar beam,6.88,37.31,148,20.33,0.06,16.30572
190,aipom,scratch,aerial ace,6.88,37.31,67,9.2,0.04,7.362171
46,paras,bug bite,seed bomb,6.87,37.26,40,5.49,0.03,4.472717
105,marowak,rock smash,dig,6.87,37.26,122,16.76,0.05,13.51239
44,gloom,razor leaf,petal blizzard,6.86,37.2,87,11.95,0.04,9.660729
44,gloom,razor leaf,moonblast,6.86,37.2,87,11.95,0.04,9.660729
87,dewgong,ice shard,icy wind,6.86,37.2,163,22.39,0.05,18.10008
102,exeggcute,confusion,seed bomb,6.86,37.2,88,12.09,0.05,9.723871
137,porygon,zen headbutt,signal beam,6.86,37.2,94,12.91,0.04,10.38168
206,dunsparce,bite,drill run,6.86,37.2,132,18.13,0.05,14.62162
341,corphish,rock smash,bubble beam,6.86,37.2,54,7.42,0.03,5.984356
353,shuppet,feint attack,ominous wind,6.86,37.2,35,4.81,0.03,3.845066
137,porygon,quick attack,psybeam,6.85,37.15,94,12.91,0.04,10.38168
164,noctowl,wing attack,night shade,6.84,37.09,175,24.04,0.05,19.46188
309,electrike,quick attack,discharge,6.84,37.09,37,5.08,0.03,4.075016
46,paras,bug bite,x scissor,6.83,37.04,40,5.49,0.03,4.472717
162,furret,sucker punch,brick break,6.83,37.04,112,15.38,0.04,12.48516
184,azumarill,bubble,hydro pump,6.83,37.04,150,20.6,0.06,16.73923
345,lileep,infestation,grass knot,6.83,37.04,104,14.29,0.06,11.55782
74,geodude,tackle,rock slide,6.82,36.98,70,9.62,0.04,7.839977
83,farfetchd,air slash,aerial ace,6.82,36.98,66,9.07,0.04,7.339553
184,azumarill,rock smash,play rough,6.82,36.98,150,20.6,0.06,16.73923
79,slowpoke,confusion,psychic,6.81,36.93,101,13.87,0.05,11.24399
138,omanyte,mud shot,rock blast,6.81,36.93,67,9.2,0.03,7.441334
162,furret,quick attack,dig,6.81,36.93,112,15.38,0.04,12.48516
179,mareep,thunder shock,thunderbolt,6.81,36.93,50,6.87,0.04,5.609273
294,loudred,rock smash,flamethrower,6.81,36.93,73,10.03,0.04,8.147206
331,cacnea,sucker punch,brick break,6.8,36.88,42,5.77,0.02,4.72717
371,bagon,bite,flamethrower,6.8,36.88,53,7.28,0.03,5.929696
189,jumpluff,bullet seed,solar beam,6.79,36.82,146,20.05,0.06,16.30572
111,rhyhorn,rock smash,stomp,6.78,36.77,125,17.17,0.05,14.02036
314,illumise,tackle,silver wind,6.78,36.77,112,15.38,0.04,12.55301
2,ivysaur,razor leaf,solar beam,6.77,36.71,93,12.77,0.04,10.41843
301,delcatty,feint attack,play rough,6.77,36.71,94,12.91,0.04,10.59467
314,illumise,tackle,dazzling gleam,6.77,36.71,112,15.38,0.04,12.55301
111,rhyhorn,rock smash,bulldoze,6.75,36.61,124,17.03,0.05,14.02036
137,porygon,hidden power,psybeam,6.75,36.61,92,12.64,0.04,10.38168
137,porygon,tackle,psybeam,6.75,36.61,92,12.64,0.04,10.38168
225,delibird,ice shard,aerial ace,6.74,36.55,45,6.18,0.03,5.096598
1,bulbasaur,tackle,sludge bomb,6.73,36.5,57,7.83,0.04,6.468759
225,delibird,quick attack,ice punch,6.73,36.5,45,6.18,0.03,5.096598
54,psyduck,water gun,aqua tail,6.72,36.44,52,7.14,0.03,5.908962
239,elekid,thunder shock,thunder punch,6.72,36.44,54,7.42,0.03,6.076713
311,plusle,spark,swift,6.72,36.44,90,12.36,0.03,10.16587
87,dewgong,frost breath,aqua jet,6.7,36.33,160,21.98,0.05,18.10008
58,growlithe,ember,body slam,6.69,36.28,57,7.83,0.03,6.427292
295,exploud,astonish,disarming voice,6.69,36.28,144,19.78,0.04,16.31891
58,growlithe,ember,flame wheel,6.68,36.23,56,7.69,0.03,6.427292
138,omanyte,mud shot,ancient power,6.68,36.23,65,8.93,0.03,7.441334
138,omanyte,mud shot,brine,6.68,36.23,65,8.93,0.03,7.441334
271,lombre,razor leaf,bubble beam,6.68,36.23,79,10.85,0.05,8.966167
351,castform,bite,crunch,6.68,36.23,98,13.46,0.04,11.10263
364,sealeo,powder snow,aurora beam,6.68,36.23,117,16.07,0.05,13.34653
83,farfetchd,cut,leaf blade,6.67,36.17,64,8.79,0.04,7.339553
180,flaaffy,tackle,power gem,6.67,36.17,80,10.99,0.04,9.143342
366,clamperl,water gun,ice beam,6.66,36.12,57,7.83,0.03,6.451795
87,dewgong,iron tail,aqua jet,6.65,36.06,158,21.7,0.05,18.10008
109,koffing,infestation,sludge bomb,6.65,36.06,69,9.48,0.04,7.884271
116,horsea,bubble,bubble beam,6.65,36.06,42,5.77,0.03,4.846857
301,delcatty,zen headbutt,play rough,6.65,36.06,93,12.77,0.04,10.59467
264,linoone,shadow claw,dig,6.64,36.01,99,13.6,0.04,11.37499
138,omanyte,mud shot,bubble beam,6.63,35.95,65,8.93,0.03,7.441334
46,paras,scratch,seed bomb,6.62,35.9,39,5.36,0.03,4.472717
222,corsola,bubble,power gem,6.62,35.9,86,11.81,0.04,9.933088
156,quilava,tackle,dig,6.61,35.85,76,10.44,0.03,8.759778
302,sableye,feint attack,shadow sneak,6.61,35.85,72,9.89,0.03,8.326265
311,plusle,quick attack,swift,6.61,35.85,88,12.09,0.03,10.16587
120,staryu,quick attack,bubble beam,6.6,35.79,38,5.22,0.03,4.393554
346,cradily,infestation,bulldoze,6.6,35.79,161,22.12,0.05,18.58072
58,growlithe,bite,body slam,6.59,35.74,56,7.69,0.03,6.427292
61,poliwhirl,bubble,mud bomb,6.58,35.68,85,11.68,0.04,9.770992
61,poliwhirl,bubble,scald,6.58,35.68,85,11.68,0.04,9.770992
102,exeggcute,confusion,psychic,6.58,35.68,84,11.54,0.05,9.723871
222,corsola,bubble,rock blast,6.58,35.68,86,11.81,0.04,9.933088
58,growlithe,bite,flame wheel,6.57,35.63,56,7.69,0.03,6.427292
109,koffing,tackle,sludge bomb,6.57,35.63,68,9.34,0.04,7.884271
216,teddiursa,lick,cross chop,6.57,35.63,58,7.97,0.03,6.756196
46,paras,scratch,x scissor,6.56,35.57,39,5.36,0.03,4.472717
111,rhyhorn,mud slap,horn attack,6.56,35.57,121,16.62,0.05,14.02036
179,mareep,tackle,thunderbolt,6.56,35.57,48,6.59,0.03,5.609273
180,flaaffy,charge beam,power gem,6.56,35.57,79,10.85,0.04,9.143342
116,horsea,water gun,bubble beam,6.55,35.52,42,5.77,0.03,4.846857
170,chinchou,bubble,thunderbolt,6.55,35.52,80,10.99,0.05,9.273396
304,aron,metal claw,body slam,6.55,35.52,84,11.54,0.04,9.776647
329,vibrava,mud shot,bulldoze,6.55,35.52,52,7.14,0.03,6.070116
164,noctowl,extrasensory,night shade,6.54,35.47,167,22.94,0.05,19.46188
190,aipom,scratch,low sweep,6.51,35.3,63,8.65,0.03,7.362171
88,grimer,mud slap,mud bomb,6.5,35.25,73,10.03,0.04,8.527
108,lickitung,lick,hyper beam,6.5,35.25,118,16.21,0.06,13.8036
168,ariados,infestation,shadow sneak,6.5,35.25,88,12.09,0.03,10.3044
239,elekid,low kick,thunder punch,6.5,35.25,52,7.14,0.03,6.076713
240,magby,karate chop,brick break,6.5,35.25,51,7.01,0.03,5.978701
366,clamperl,water gun,water pulse,6.5,35.25,55,7.55,0.03,6.451795
61,poliwhirl,bubble,water pulse,6.49,35.2,83,11.4,0.04,9.770992
83,farfetchd,air slash,air cutter,6.49,35.2,63,8.65,0.04,7.339553
79,slowpoke,water gun,psyshock,6.48,35.14,96,13.19,0.05,11.24399
264,linoone,tackle,dig,6.48,35.14,97,13.32,0.04,11.37499
109,koffing,acid,sludge,6.47,35.09,67,9.2,0.04,7.884271
193,yanma,quick attack,ancient power,6.47,35.09,62,8.52,0.03,7.328244
